season_id,season,team_id,team_name,grade_id,grade_name,competition_id,competition_name
aaf17d1d-d108-45ab-9c9f-7dcbe99d33f1,Summer 2012/13,3f929ee4-411b-4078-80ae-45747884462d,E Grade,52c42610-5ced-465b-8655-b88be4fddb29,E Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
aaf17d1d-d108-45ab-9c9f-7dcbe99d33f1,Summer 2012/13,842e654c-49da-452b-a7ae-c8d3de36ecbe,H Grade,4c9fa00b-12ab-4cca-8393-35eddf2e2240,H Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
aaf17d1d-d108-45ab-9c9f-7dcbe99d33f1,Summer 2012/13,e39e1599-f663-42d1-a945-49de9bf8995d,Pullen Shield,fa008add-083e-4531-986c-dc3622bc5323,Pullen Shield,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
efbc670a-3c95-43a4-9a2c-40a799adbe48,Winter 2012,fa83be89-33cf-4caf-a9c6-56efce9d9be4,East Division,ba911de8-a231-402c-af86-073b0b409054,East Division,9a5c8895-6732-ec11-981f-501ac52e1666,Mid Year Cricket Association
eec02606-f589-43b3-9d5a-40c3db29b323,Summer 2011/12,8d51003e-abc0-4a50-800d-d8c6d75c6ff2,E Grade,4d24f682-b9b8-49d4-bf75-08131af20c3d,E Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
eec02606-f589-43b3-9d5a-40c3db29b323,Summer 2011/12,68a0bac3-5410-48d4-87f8-a3d897a1d169,H Grade,31dd205c-022d-400b-bd6c-e4ab18a86199,H Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
eec02606-f589-43b3-9d5a-40c3db29b323,Summer 2011/12,ab50edff-867d-45b5-936c-de7b74817d50,Pullen Shield,36297810-c8ef-458f-a95a-3e41bd2d0a99,Pullen Shield,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
b41aad11-0719-4499-ae34-fa95731e582b,Summer 2010/11,e23aeee0-a863-43e5-9e64-998da1185af5,E Grade,4fb049ea-fe92-44ec-99b6-654b6d0749d2,E Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
b41aad11-0719-4499-ae34-fa95731e582b,Summer 2010/11,4a99ffbc-d70b-4a75-9123-71d772fb8df8,G Grade,9537b0e8-e7be-4a48-a2e6-b09005879767,G Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
b41aad11-0719-4499-ae34-fa95731e582b,Summer 2010/11,8e37e6cd-115b-446c-8547-bfddd3ce2a57,Quiney Shield,62e1ed73-8a06-4998-afe3-f3f6d3535251,Quiney Shield,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
d1b386aa-ac78-4fb4-a434-94b03b69808a,Summer 2009/10,bc516a5f-3866-469a-a736-4969692a4cbd,E Grade,c5f2fbb3-8444-433d-bee4-5d53c4355fc9,E Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
